カテゴリ,管理番号,施設名,郵便番号,所在地,法人・団体名,開設年月日,有効開始日,有効終了日
一般診療所,,藤井内科,524-0004,守山市笠原町1238,,2006-09-01,,
一般診療所,,特別養護老人ホームゆいの里医務室,524-0103,守山市笠原町１３１３番地３,社会福祉法人慈恵会,2023-07-01,,
一般診療所,,内科・胃腸科井上ｸﾘﾆｯｸ,524-0021,守山市吉身3-14-46,,1997-10-01,,
一般診療所,,日本バイリ－ンＫＫ滋賀工場診療所,524-0041,守山市勝部4-1-11,日本バイリーン株式会社滋賀工場,1973-05-01,,
一般診療所,,浜中医院,524-0043,守山市二町町41-1,,1981-04-01,,
一般診療所,,守山じんがみ眼科,524-0012,守山市播磨田町447-4,医療法人博慈会,2007-10-01,,
一般診療所,,峯森内科医院,524-0104,守山市木浜町1670-1,,1999-06-07,,
一般診療所,,すずきクリニック,524-0033,守山市浮気町105-3,,2010-07-26,,
一般診療所,,特別養護老人ホームカナリヤの家医務室,524-0051,守山市三宅町８３３,社会福祉法人友愛,2007-01-01,,
一般診療所,,はたスポーツ整形クリニック,524-0013,守山市下之郷一丁目１５番８号,医療法人はたスポーツ整形クリニック,2012-05-07,,
一般診療所,,なかにし皮フ科クリニック,524-0041,守山市勝部６丁目３番34号,,2013-09-02,,
一般診療所,,医療法人かわひと内科クリニック,524-0041,守山市勝部3丁目15番31-2号,医療法人かわひと内科クリニック,2024-11-01,,
一般診療所,,西藤小児科こどもの呼吸器・ｱﾚﾙｷﾞｰｸﾘﾆｯｸ,524-0022,守山市守山1丁目12-12,医療法人藤城会,2016-09-01,,
一般診療所,,小森眼科クリニック,524-0045,守山市金森町600-1,,2016-10-20,,
一般診療所,,はっとり皮フ科クリニック,524-0041,守山市勝部3丁目15番31-3号,,2017-03-10,,
一般診療所,,ヤザマ内科医院,524-0052,守山市大門町56-1,,2017-05-09,,
一般診療所,,医療法人 叡智会 つつみ耳鼻咽喉科,524-0042,守山市焔魔堂町115-1,医療法人 叡智会,2017-10-01,,
一般診療所,,辻医院,524-0214,守山市立田町1772-2,,2018-07-01,,
一般診療所,,医療法人いがらしクリニック,524-0022,守山市守山6丁目10-34,医療法人いがらしクリニック,2021-10-01,,
一般診療所,,医療法人かわさきクリニック,524-0041,守山市勝部1丁目1-21 小島ビル302号,医療法人かわさきクリニック,2022-10-01,,
一般診療所,,特別養護老人ホームひいらぎ内医務室,524-0016,守山市荒見町８５番地,社会福祉法人近江笑生会,2020-03-01,,
一般診療所,,医療法人せんぎく腎泌尿器科クリニック,524-0045,守山市金森町598-1,医療法人せんぎく腎泌尿器科クリニック,2020-04-01,,
一般診療所,,医療法人くまだキッズファミリークリニック,524-0045,守山市金森町454-4,医療法人くまだキッズファミリークリニック,2020-11-01,,
一般診療所,,荒堀整形外科,524-0052,守山市大門町156番,,2021-01-01,,
一般診療所,,銀座通りクリニック内科・呼吸器内科,524-0022,守山市守山1丁目5番10号　守山銀座ビル東館2階,医療法人さくら会守山さくら内科クリニック,2021-03-08,,
一般診療所,,守山銀座スキンクリニック,524-0022,守山市守山1-5-10　守山銀座ビル東館２F203,,2021-04-01,,
一般診療所,,特別養護老人ホーム南平の郷診療所,524-0053,守山市横江町１５５番地,社会福祉法人日野友愛会,2021-04-01,,
一般診療所,,医療法人翠蓮会　とがの整形外科クリニック,524-0045,守山市金森町603-1,医療法人翠蓮会,Ｒ6.11.1法人化,,
一般診療所,,やまぐち内科医院,524-0012,守山市播磨田町1304番地2,,2022-04-01,,
一般診療所,,さとう内科クリニック,524-0046,守山市今宿四丁目5番17号,,2023-04-01,,
一般診療所,,医療法人社団日翔会　なぎさクリニック,524-0046,守山市今宿二丁目13番24号,医療法人社団日翔会,2023-10-01,,
一般診療所,,おうみ在宅クリニック,524-0043,守山市二町町１９５－４,医療法人　青蘭会,Ｒ7.11.1法人化,,
一般診療所,,特別養護老人ホームサクラベル守山(2階医務室),524-0014,守山市石田町424-1,社会福祉法人あいの土山福祉会,2023-11-01,,
一般診療所,,特別養護老人ホームサクラベル守山(3階医務室),524-0014,守山市石田町424-1,社会福祉法人あいの土山福祉会,2024-07-01,,
一般診療所,,あゆみスキンクリニック,524-0022,守山市守山三丁目７番１１号,,2024-09-01,,
一般診療所,,ブルーレイク消化器内科クリニック,524-0045,守山市金森町605-1,,2025-01-01,,
一般診療所,,ひかり眼科,524-0101,守山市今浜町2620-5ピエリ守山2F,医療法人　ひとみ会,2025-07-01,,
一般診療所,,なかじま小児科アレルギークリニック,524-0041,守山市勝部五丁目６番３４号,医療法人グリーンスウォード,2025-09-01,,
一般診療所,,守山駅前よねくら内科・胃腸内視鏡クリニック,524-0037,守山市梅田町６番２号,,2025-11-04,,
一般診療所,,ぱんだキッズファミリークリニック,524-0037,守山市梅田町６番２号,,2025-11-04,,
一般診療所,,ＫＫＣウエルネス栗東健診クリニック,520-3016,栗東市小野501-1,一般財団法人近畿健康管理センター,1998-03-02,,
一般診療所,,あらき内科クリニック,520-3015,栗東市安養寺１丁目１番20-101号,,2007-01-05,,
一般診療所,,医療法人社団 ふじもと医院,520-3035,栗東市霊仙寺1-2-19  ｴｽﾎﾟ栗東204,医療法人社団ふじもと医院,2002-05-01,,
一般診療所,,医療法人社団 渡辺産婦人科,520-3027,栗東市野尻435,医療法人社団渡辺産婦人科,2000-09-15,,
一般診療所,,医療法人社団三愛小児科診療所,520-3024,栗東市小柿六丁目10-2,医療法人社団三愛小児科診療所,2009-08-01,,
一般診療所,,医療法人秀明会 増田眼科,520-3035,栗東市霊仙寺1丁目2-19  ｴｽﾎﾟ栗東101,医療法人秀明会増田眼科,2002-06-01,,
一般診療所,,おがき耳鼻咽喉科,520-3024,栗東市小柿7-5-10,医療法人おがき耳鼻咽喉科,1994-07-01,,
一般診療所,,かのうクリニック,520-3031,栗東市綣3-10-22グレーシィ栗東ビステージ,,1996-08-08,,
一般診療所,,きづきクリニック,520-3012,栗東市岡195-1,,2008-10-01,,
一般診療所,,医療法人ごとう医院,520-3005,栗東市御園1829-1,医療法人ごとう医院,2003-09-12,,
一般診療所,,こびらい生協診療所,520-3034,栗東市小平井3丁目２－２５,しが健康医療生活協同組合,1996-02-23,,
一般診療所,,一般財団法人競馬共助会栗東診療所,520-3005,栗東市御園1028,一般財団法人競馬共助会,1969-11-18,,
一般診療所,,だんの皮フ科クリニック,520-3031,栗東市綣1丁目10-1,,2007-12-03,,
一般診療所,,社会福祉法人すみれ厚生会 特別養護老人ホーム　栗東すみれ園クリニック,520-3016,栗東市小野３６３番地,社会福祉法人すみれ厚生会,2004-07-01,,
一般診療所,,パームこどもクリニック,520-3027,栗東市野尻440,医療法人パームこどもクリニック,2011-11-01,,
一般診療所,,パナソニック栗東健康管理室,520-3041,栗東市出庭19,パナソニック健康保険組合,1972-12-10,,
一般診療所,,はなだ婦人クリニック,520-3031,栗東市綣3-10-22グレーシィ栗東ビステージ,,2000-07-07,,
一般診療所,,びわこ皮フ科,520-3024,栗東市小柿10丁目16-14,医療法人白兎会,2008-04-01,,
一般診療所,,医療法人　栗東内科・内視鏡クリニック,520-3016,栗東市小野178,医療法人　栗東内科・内視鏡クリニック,2025-04-01,,
一般診療所,,まがらクリニック,520-3036,栗東市十里83-3,,2006-07-27,,
一般診療所,,まるやま医院,520-3027,栗東市野尻590　あかつきビル１階,,2001-08-01,,
一般診療所,,栗東なす耳鼻咽喉科,520-3026,栗東市下鈎864-1,,2007-06-01,,
一般診療所,,医療法人緑青会栗東はた内科医院,520-3032,栗東市苅原233,医療法人緑青会,2023-04-01,,
一般診療所,,医療法人明照会　栗東ピースクリニック,520-3047,栗東市手原3-11-2,医療法人明照会,2007-04-01,,
一般診療所,,医療法人社団 うつのみや医院,520-3036,栗東市十里136-2,医療法人社団うつのみや医院,1992-05-01,,
一般診療所,,医療法人社団 真下胃腸科医院,520-3035,栗東市霊仙寺1-1-52,医療法人社団眞下胃腸科医院,1992-11-16,,
一般診療所,,金沢整形外科ｸﾘﾆｯｸ,520-3016,栗東市小野881,医療法人金沢形成外科クリニック,2000-04-01,,
一般診療所,,栗東雨森診療所,520-3016,栗東市小野442-1,,1988-07-01,,
一般診療所,,清水整形外科医院,520-3026,栗東市下鈎1630,,1996-07-10,,
一般診療所,,積水化学工業㈱滋賀栗東工場診療所,520-3027,栗東市野尻75,積水化学工業株式会社滋賀栗東工場,1973-11-10,,
一般診療所,,特別養護老人ﾎｰﾑ淡海荘医務室,520-3041,栗東市出庭６９７番地の１,社会福祉法人恩賜財団済生会支部滋賀県済生会,1994-04-01,,
一般診療所,,任医院,520-3014,栗東市川辺615,,1991-05-27,,
一般診療所,,梅井外科・皮フ科クリニック,520-3015,栗東市安養寺1-2-25,,1976-11-25,,
一般診療所,,樋上循環器科内科医院,520-3031,栗東市綣5-1-34,,1989-10-23,,
一般診療所,,立石医院,520-3037,栗東市北中小路2-6,,1997-02-01,,
一般診療所,,ちばレディースクリニック,520-3024,栗東市小柿５丁目１３番２号,医療法人ちばレディースクリニック,2012-07-17,,
一般診療所,,湖南広域休日急病診療所,520-3046,栗東市大橋二丁目７番３号,湖南広域行政組合,2014-04-13,,
一般診療所,,くさか眼科,520-3031,栗東市綣２丁目4番5号　ウィングプラザ　1階,,2014-05-02,,
一般診療所,,栗東よしおか小児科,520-3031,栗東市綣３丁目5-17,医療法人ふたば,2015-03-01,,
一般診療所,,にしかわ整形外科クリニック,520-3031,栗東市綣２丁目4番5号　ウィングプラザ　1階,,2017-01-05,,
一般診療所,,栗東えりこ内科クリニック,520-3005,栗東市御園846-1,,2017-03-01,,
一般診療所,,ありかた耳鼻咽喉科,520-3015,栗東市安養寺3丁目11-9,,2017-05-02,,
一般診療所,,特別養護老人ホーム治田の里医務室,524-0102,栗東市川辺６２７番地,社会福祉法人　よつば会,2017-07-01,,
一般診療所,,医療法人 片岡クリニック,520-3015,栗東市安養寺8-1-33　ナガサワメディカルビル２階,医療法人 片岡クリニック,2017-10-01,,
一般診療所,,日清食品株式会社関西工場 医務室,520-3026,栗東市下鈎21番地1,日清食品株式会社関西工場,2018-08-01,,
一般診療所,,さとこ内科クリニック,520-3025,栗東市中沢2丁目5番54号,,2020-08-01,,
一般診療所,,湖南サポートクリニック,520-3015,栗東市安養寺1丁目13-37 Kビル1階B号室,医療法人　慈仁会,2023-10-01,,
一般診療所,,特別養護老人ホームはなえみ医療室,520-3022,栗東市上鈎２６５－１,社会福祉法人　よつば会,2021-04-01,,
一般診療所,,医療法人ひえだクリニック,520-3045,栗東市高野562番地8,医療法人ひえだクリニック,2021-04-06,,
一般診療所,,グリーンライフクリニック,520-3046,栗東市大橋一丁目7-37,,2021-04-17,,
一般診療所,,医療法人あおあお在宅クリニック,520-3025,栗東市中沢二丁目11-10メゾン中沢１階,医療法人あおあお在宅クリニック,2025-06-01,,
一般診療所,,かとう皮フ科クリニック,520-3015,栗東市安養寺１丁目5-14,,2023-04-01,,
一般診療所,,となり眼科,520-3015,栗東市安養寺一丁目9番8号,,2023-04-01,,
一般診療所,,草津栗東みらい内科クリニック,520-3024,栗東市小柿7丁目9-11 滋賀中央ビル２階,,2023-05-01,,
一般診療所,,たにがわクリニック,520-3013,栗東市目川1403番,,2023-06-01,,
一般診療所,,草津眼科クリニック,520-3024,栗東市小柿七丁目9-11,,2023-06-10,,
一般診療所,,こんぜ在宅クリニック,520-3015,栗東市安養寺七丁目1-18 エステートビル２階Ａ号室,,2023-11-17,,
一般診療所,,医療法人あずBaby&Kidsクリニック,520-3035,栗東市霊仙寺三丁目2-30,医療法人あずBaby&Kidsクリニック,2026-04-01,,
一般診療所,,あんようじこどもクリニック,520-3015,栗東市安養寺一丁目9-9,,2024-04-01,,
一般診療所,,草津たにもと脳神経外科クリニック,520-3024,栗東市小柿七丁目1番3号,,2024-04-01,,
一般診療所,,地域密着型特別養護老人ホームるりあんはうすクリニック,520-3016,栗東市小野８１４番地,社会福祉法人　るりあん,2024-05-01,,
一般診療所,,もりた内科クリニック,520-3037,栗東市北中小路字老ノ木３４４番１,,2024-09-01,,
一般診療所,,てはらハートクリニック,520-3047,栗東市手原五丁目６番１２号,医療法人ハートセンター,2025-10-01,,
一般診療所,,医療法人桜井皮ふ科医院,520-2353,野洲市久野部192-1,医療法人桜井皮ふ科医院,2006-04-01,,
一般診療所,,野村内科医院,520-2331,野洲市小篠原2177,医療法人社団医真会,2007-08-01,,
一般診療所,,医療法人吉川医院,524-0201,野洲市吉川928,医療法人吉川医院,2001-10-01,,
一般診療所,,医療法人山地内科,520-2323,野洲市三上279-1,医療法人山地内科,2006-04-01,,
一般診療所,,医療法人森野内科医院,520-2361,野洲市北野1-19-33,医療法人森野内科医院,1988-03-01,,
一般診療所,,医療法人翔誠会　おおはし腎透析クリニック,520-2304,野洲市永原1833番4,医療法人翔誠会,2010-03-25,,
一般診療所,,かねこ整形外科,520-2353,野洲市久野部191-1-1,,2000-07-25,,
一般診療所,,希望が丘クリニック,520-2362,野洲市市三宅2354,,2008-04-01,,
