施設名,施設郵便,施設住所,法人・団体名,施設番号,許可日,当初許可日,業種,種目主,種目従,満了日,条件1,条件2,条件3,条件4
サガミ近江八幡店,523-0892,近江八幡市出町４５６,サガミレストランツ株式会社,501808101,R08/03/01,R08/03/01,※飲食店営業,一般食堂,仕出し屋,R14/02/29,,,,
工房　安土夢,521-1344,近江八幡市安土町中屋１７７,,501810111,R05/11/01,R05/11/01,※菓子製造業,菓子製造,,R11/10/31,,,,
びわ湖観光株式会社,523-0807,近江八幡市中之庄町６３９－１,びわ湖観光株式会社,501825101,R05/03/01,R05/03/01,※飲食店営業,一般食堂,仕出し屋,R11/02/28,,,,
森村商会,523-0012,近江八幡市武佐町３３４,,501832103,R05/03/01,R05/03/01,※食肉販売業,獣肉販売,,R13/02/28,とさつ・解体をしないこと,,,
森村商会,523-0012,近江八幡市武佐町３３４,,501832109,R05/03/01,R05/03/01,※食肉処理業,,,R13/02/28,,,,
日本料理　ひょうたんや,523-0891,近江八幡市鷹飼町５６０－１　洗心ビル２Ｆ,株式会社ひょうたんや,501855103,R07/03/01,R07/03/01,※食肉販売業,獣肉販売,,R14/02/29,とさつ・解体をしないこと,,,
日本料理　ひょうたんや,523-0891,近江八幡市鷹飼町５６０－１　洗心ビル２Ｆ,株式会社ひょうたんや,501855104,R08/03/01,R08/03/01,※魚介類販売業,鮮魚介類の処理,,R15/02/28,,,,
和食さと近江八幡店,523-0027,近江八幡市東川町１３９－１,サトフードサービス株式会社,501859101,R07/03/01,R07/03/01,※飲食店営業,一般食堂,"弁当屋,そうざい",R14/02/29,,,,
和食さと近江八幡店,523-0027,近江八幡市東川町１３９－１,サトフードサービス株式会社,501859103,R03/11/16,R03/11/16,※食肉販売業,獣肉販売,鳥肉販売,R11/02/28,とさつ・解体をしないこと,,,
近江まる福,523-0012,近江八幡市武佐町５１８－５,,501865101,R07/03/01,R07/03/01,※飲食店営業,そうざい屋,,R13/02/28,,,,
近江まる福,523-0012,近江八幡市武佐町５１８－５,,501865103,R07/03/01,R07/03/01,※食肉販売業,獣肉販売,鳥肉販売,R13/02/28,とさつ・解体をしないこと,,,
ベル,523-0891,近江八幡市鷹飼町１１４－３　近江八幡ステーションホテル内,,501883101,R05/03/01,R05/03/01,※飲食店営業,一般食堂,,R11/02/28,,,,
仙五郎,521-1341,近江八幡市安土町上豊浦９２８－１,,501906101,R06/11/01,R06/11/01,※飲食店営業,一般食堂,弁当屋,R12/10/31,,,,
シャトレーゼ近江八幡店,523-0896,近江八幡市鷹飼町北二丁目４－５,竹内ホールディングス株式会社,501907111,R08/03/01,R08/03/01,※菓子製造業,菓子製造,,R15/02/28,,,,
双葉,520-2572,蒲生郡竜王町西川６８－５,,501938125,R05/07/01,R05/07/01,※そうざい製造業,弁当製造,,R11/06/30,,,,
カフェアンドキッチン　ぽえむ,522-0072,彦根市船町２－１２,,600001101,R04/07/01,R04/07/01,※飲食店営業,一般食堂,"弁当屋,仕出し屋",R10/06/30,,,,
八千代,522-0073,彦根市旭町９－１,有限会社八千代,600011101,R07/07/01,R07/07/01,※飲食店営業,一般食堂,,R13/06/30,,,,
コーヒーハウス　アップルジャム,522-0071,彦根市元町１－１７,,600033101,R03/07/01,R03/07/01,※飲食店営業,一般食堂,,R09/06/30,,,,
珈琲所　ござれ,522-0071,彦根市元町１－５８,,600036101,R04/07/01,R04/07/01,※飲食店営業,一般食堂,,R10/06/30,,,,
湖東職員会館職員食堂,522-0071,彦根市元町４－１　滋賀県湖東合同庁舎1Ｆ,滋賀県職員生活協同組合,600037101,R06/07/01,R06/07/01,※飲食店営業,一般食堂,,R13/06/30,,,,
都軒,522-0074,彦根市大東町１４－２１,,600051111,R08/07/01,R08/07/01,※菓子製造業,菓子製造,,R13/06/30,,,,
ビジネスホテル近江,522-0074,彦根市大東町２－３５,,600089101,R05/07/01,R05/07/01,※飲食店営業,旅館・ホテル,,R11/06/30,,,,
サザナミ,522-0074,彦根市大東町２－３６,,600090101,R04/07/01,R04/07/01,※飲食店営業,一般食堂,,R10/06/30,,,,
たちばな,522-0074,彦根市大東町４－２８,財団法人彦根勤労福祉会館,600097101,R03/07/01,R03/07/01,※飲食店営業,一般食堂,,R09/06/30,,,,
Ｋｏｒｅａｎ　ｄｉｎｉｎｇ　清州,522-0075,彦根市佐和町１０－１５,,600112101,R04/07/01,R04/07/01,※飲食店営業,一般食堂,,R10/06/30,,,,
早野食堂,522-0075,彦根市佐和町７－１１,,600118101,R07/07/01,R07/07/01,※飲食店営業,一般食堂,仕出し屋,R13/06/30,,,,
サンチョ,522-0062,彦根市立花町２－１３,,600124101,R08/07/01,R08/07/01,※飲食店営業,一般食堂,,R14/06/30,,,,
しのだ,522-0081,彦根市京町三丁目２－９,,600146101,R06/07/01,R06/07/01,※飲食店営業,一般食堂,,R12/06/30,,,,
ミルクハウス,522-0081,彦根市京町三丁目５－４６,,600163101,R08/07/01,R08/07/01,※飲食店営業,一般食堂,,R14/06/30,,,,
三太,522-0081,彦根市京町三丁目７－４０,,600166101,R06/07/01,R06/07/01,※飲食店営業,一般食堂,,R12/06/30,,,,
橋詰醤油製造所,522-0063,彦根市中央町１－１６,,600170120,R06/07/01,R06/07/01,※みそ又はしょうゆ製造業,しょうゆ製造,,R11/06/30,,,,
さわだ,522-0063,彦根市中央町２－２３,,600176101,R08/07/01,R08/07/01,※飲食店営業,一般食堂,"弁当屋,仕出し屋",R14/06/30,,,,
大菅製菓,522-0063,彦根市中央町４－３９,株式会社大菅製菓,600184111,R07/07/01,R07/07/01,※菓子製造業,菓子製造,,R14/06/30,,,,
風月堂,522-0089,彦根市錦町３－２８,有限会社風月堂,600199111,R03/07/01,R03/07/01,※菓子製造業,菓子製造,,R09/06/30,申請のあった取扱品目の製造に限る,,,
伊勢幾,522-0089,彦根市錦町４－２３,株式会社伊勢幾,600202101,R03/07/01,R03/07/01,※飲食店営業,一般食堂,仕出し屋,R09/06/30,,,,
ローガン,522-0083,彦根市河原二丁目２－１８,,600228101,R08/07/01,R08/07/01,※飲食店営業,一般食堂,,R14/06/30,,,,
居酒屋　あさか,522-0083,彦根市河原二丁目２－１８,,600229101,R03/07/01,R03/07/01,※飲食店営業,簡易な営業,,R09/06/30,簡易な営業に限る,,,
魚まさ,522-0083,彦根市河原二丁目２－３９,,600241101,R06/07/01,R06/07/01,※飲食店営業,そうざい屋,,R12/06/30,,,,
魚まさ,522-0083,彦根市河原二丁目２－３９,,600241104,R06/07/01,R06/07/01,※魚介類販売業,鮮魚介類の処理,生食魚処,R12/06/30,,,,
我瑠慕,522-0083,彦根市河原二丁目３－１３,,600247101,R08/07/01,R08/07/01,※飲食店営業,簡易な営業,,R14/06/30,簡易な営業に限る,,,
サンローラン,522-0083,彦根市河原二丁目３－１７,,600252101,R04/07/01,R04/07/01,※飲食店営業,簡易な営業,,R10/06/30,簡易な営業に限る,,,
河原酒房,522-0083,彦根市河原二丁目４－２０,,600284101,R04/07/01,R04/07/01,※飲食店営業,一般食堂,,R09/06/30,,,,
スナック　三津,522-0083,彦根市河原二丁目５－２０,,600313101,R04/07/01,R04/07/01,※飲食店営業,簡易な営業,,R10/06/30,簡易な営業に限る,,,
スナック　江里,522-0083,彦根市河原二丁目５－２０　ＳＫビル１Ｆ,,600354101,R04/07/01,R04/07/01,※飲食店営業,簡易な営業,,R10/06/30,簡易な営業に限る,,,
とばや旅館,522-0083,彦根市河原三丁目１－２３,,600389101,R07/07/01,R07/07/01,※飲食店営業,旅館・ホテル,,R13/06/30,,,,
ふたば園茶舗,522-0088,彦根市銀座町１－７,,600398101,R03/07/01,R03/07/01,※飲食店営業,簡易な営業,,R09/06/30,簡易な営業に限る,,,
グリル　フレーバー,522-0088,彦根市銀座町４－１９,株式会社フレーバー,600413101,R07/07/01,R07/07/01,※飲食店営業,一般食堂,,R13/06/30,,,,
パーラー　風月,522-0088,彦根市銀座町５－７,,600416101,R03/07/01,R03/07/01,※飲食店営業,簡易な営業,,R09/06/30,簡易な営業に限る,,,
風月堂,522-0088,彦根市銀座町５－７,有限会社風月堂,600417111,R03/07/01,R03/07/01,※菓子製造業,菓子製造,,R09/06/30,,,,
トレビ,522-0086,彦根市後三条町６１７,,600468101,R08/07/01,R08/07/01,※飲食店営業,簡易な営業,,R14/06/30,簡易な営業に限る,,,
あゆの店　きむら,522-0086,彦根市後三条町７２５,木村水産株式会社,600475101,R03/08/17,R03/08/17,※飲食店営業,そうざい屋,"弁当屋,仕出し屋",R10/06/30,そう菜は店頭販売に限る,,,
あゆの店　きむら,522-0086,彦根市後三条町７２５,木村水産株式会社,600475104,R04/07/01,R04/07/01,※魚介類販売業,,,R10/06/30,,,,
あゆの店　きむら,522-0086,彦根市後三条町７２５,木村水産株式会社,600475125,R03/07/01,R03/07/01,※そうざい製造業,,,R09/06/30,申請のあった取扱品目の製造に限る,,,
Ｐマート　サンペディック店,522-0052,彦根市長曽根南町４７２－２　パリヤ　サンペディック内,株式会社パリヤ,600614103,R04/11/01,R04/11/01,※食肉販売業,獣肉販売,鳥肉販売,R11/10/31,とさつ・解体をしないこと,,,
Ｐマート　サンペディック店,522-0052,彦根市長曽根南町４７２－２　パリヤ　サンペディック内,株式会社パリヤ,600614104,R04/11/01,R04/11/01,※魚介類販売業,,,R11/10/31,,,,
いずみ,522-0053,彦根市大藪町２０３４－４,,600646101,R03/11/01,R03/11/01,※飲食店営業,一般食堂,仕出し屋,R09/10/31,,,,
焼肉　ゆかり,522-0053,彦根市大藪町２１５７－１,,600649101,R03/11/01,R03/11/01,※飲食店営業,一般食堂,,R09/10/31,,,,
来本商店,522-0009,彦根市外町２３１－８,,600774101,R03/07/01,R03/07/01,※飲食店営業,そうざい屋,,R09/06/30,そう菜は店頭販売に限る,,,
来本商店,522-0009,彦根市外町２３１－８,,600774103,R03/06/15,R03/06/15,※食肉販売業,,,R09/06/30,とさつ・解体をしないこと,,,
来本商店,522-0009,彦根市外町２３１－８,,600774104,R03/07/01,R03/07/01,※魚介類販売業,,,R09/06/30,,,,
有限会社仲町米穀店,522-0082,彦根市安清町７－２３,有限会社仲町米穀店,600805111,R04/07/01,R04/07/01,※菓子製造業,菓子製造,,R09/06/30,,,,
和食さと　南彦根店,522-0027,彦根市東沼波町４８４－１,サトフードサービス株式会社,600866101,R07/11/01,R07/11/01,※飲食店営業,一般食堂,弁当屋,R14/10/31,,,,
和食さと　南彦根店,522-0027,彦根市東沼波町４８４－１,サトフードサービス株式会社,600866103,R03/11/10,R03/11/10,※食肉販売業,獣肉販売,鳥肉販売,R10/10/31,とさつ・解体をしないこと,,,
やすだ,522-0024,彦根市正法寺町４８０－４,,600889101,R03/11/01,R03/11/01,※飲食店営業,そうざい屋,,R09/10/31,そう菜は店頭販売に限る,,,
郷,522-0025,彦根市野田山町９３０,,600899101,R03/11/01,R03/11/01,※飲食店営業,一般食堂,"弁当屋,仕出し屋",R09/10/31,,,,
ファラール　ニシムラ,522-0041,彦根市平田町２０５－６,,600929111,R05/11/01,R05/11/01,※菓子製造業,調理パン製造,パン製造,R11/10/31,,,,
ココス　大藪店,522-0041,彦根市平田町２５６,株式会社ファイブスター,600934101,R07/11/01,R07/11/01,※飲食店営業,一般食堂,"弁当屋,仕出し屋",R14/10/31,,,,
焼肉　ちはま,522-0041,彦根市平田町４２６－３,,600942101,R06/11/01,R06/11/01,※飲食店営業,一般食堂,,R13/10/31,,,,
ＣＡＦＥ　ＧＲＥＣＯ,522-0041,彦根市平田町６７３－１,,600961101,R04/11/01,R04/11/01,※飲食店営業,一般食堂,,R10/10/31,,,,
ＦＯＯＬＩＳＨ　ＣＬＵＢ,522-0041,彦根市平田町７０４－２,,600963101,R03/11/01,R03/11/01,※飲食店営業,簡易な営業,,R09/10/31,簡易な営業に限る,,,
ラポー　湖愁,522-0043,彦根市小泉町１０３０－４,,601013101,R03/11/01,R03/11/01,※飲食店営業,一般食堂,,R09/10/31,,,,
でこいち,522-0043,彦根市小泉町６９３－１,,601081101,R03/11/01,R03/11/01,※飲食店営業,一般食堂,,R09/10/31,,,,
ルーセント,522-0054,彦根市西今町３３９－４,,601120101,R04/11/01,R04/11/01,※飲食店営業,一般食堂,,R10/10/31,,,,
十字屋,522-0058,彦根市須越町１１３０,,601170101,R08/07/01,R08/07/01,※飲食店営業,一般食堂,弁当屋,R14/06/30,,,,
鳳鳴春,522-0047,彦根市日夏町１７７６－１８７,,601183101,R08/07/01,R08/07/01,※飲食店営業,一般食堂,そうざい,R14/06/30,,,,
メルモ,522-0047,彦根市日夏町３７７５－１,,601195101,R08/07/01,R08/07/01,※飲食店営業,一般食堂,,R14/06/30,,,,
魚良,522-0047,彦根市日夏町３８３５－２,,601196101,R08/07/01,R08/07/01,※飲食店営業,一般食堂,仕出し屋,R15/06/30,,,,
水谷醤油醸造場,522-0047,彦根市日夏町３８５０,,601197120,R06/07/01,R06/07/01,※みそ又はしょうゆ製造業,しょうゆ製造,,R12/06/30,,,,
魚成,522-0004,彦根市鳥居本町１２３５,,601205125,R06/11/01,R06/11/01,※そうざい製造業,そうざい製造,"弁当製造,そう漬物",R13/10/31,,,,
福山通運株式会社,522-0004,彦根市鳥居本町５３３　福山通運株式会社軒下,株式会社アペックス西日本,601220102,R04/03/01,R04/03/01,※調理機能を有する自動販売機による営業,屋外設置,,R09/02/28,自動販売機による営業（設置台数は１台）に限る,,,
原宮喜本店,522-0023,彦根市原町２１５,,601249120,R05/11/01,R05/11/01,※みそ又はしょうゆ製造業,しょうゆ製造,,R10/10/31,,,,
ブリヂストン厚生クラブ,522-0201,彦根市高宮町２１１・ブリヂストン株式会社内,ブリヂストン彦根生活協同組合,601329101,R04/07/01,R04/07/01,※飲食店営業,一般食堂,仕出し屋,R11/06/30,,,,
ブリヂストン彦根生協　彦根工場食堂,522-0201,彦根市高宮町２１１・株式会社ブリヂストン彦根工場内,ブリヂストン彦根生活協同組合,601355101,R08/07/01,R08/07/01,※飲食店営業,給食,仕出し屋,R15/06/30,,,,
旭川庵,522-0201,彦根市高宮町２２３５,,601365111,R03/07/01,R03/07/01,※菓子製造業,菓子製造,,R09/06/30,申請のあった取扱品目の製造に限る,,,
ＪＵＪＵ,522-0222,彦根市南川瀬町１４９８－６,,601420101,R04/07/01,R04/07/01,※飲食店営業,一般食堂,,R10/06/30,,,,
荒陣,522-0222,彦根市南川瀬町１６６５－１,,601433101,R03/07/01,R03/07/01,※飲食店営業,一般食堂,,R09/06/30,,,,
庄月堂,522-0236,彦根市犬方町２４６,,601475101,R08/06/26,R08/06/26,※飲食店営業,一般食堂,そうざい,R14/06/30,,,,
庄月堂,522-0236,彦根市犬方町２４６,,601475111,R08/07/01,R08/07/01,※菓子製造業,菓子製造,,R14/06/30,,,,
キティハウス,529-1156,彦根市清崎町４１,,601483101,R03/07/01,R03/07/01,※飲食店営業,簡易な営業,,R09/06/30,簡易な営業に限る,,,
株式会社レゾナック　誠和寮,529-1156,彦根市清崎町４７　,ウオクニ株式会社,601484101,R04/07/01,R04/07/01,※飲食店営業,給食,仕出し屋,R10/06/30,,,,
魚徳,529-1155,彦根市賀田山町５３４,,601500101,R08/07/01,R08/07/01,※飲食店営業,仕出し屋,,R14/06/30,,,,
魚喜,521-1111,彦根市稲里町１３１８,,601578101,R04/03/01,R04/03/01,※飲食店営業,仕出し屋,,R10/02/29,,,,
丸駒,521-1146,彦根市柳川町４９,有限会社丸駒,601591125,R08/03/01,R08/03/01,※そうざい製造業,そうざい製造,弁当製造,R14/02/29,,,,
納屋藤,521-1133,彦根市本庄町３７９１,,601606101,R04/03/01,R04/03/01,※飲食店営業,仕出し屋,一般食堂,R10/02/29,,,,
さかえや製菓舗,521-1134,彦根市田附町１２９８,,601615111,R04/03/01,R04/03/01,※菓子製造業,菓子製造,,R10/02/29,申請のあった取扱品目の製造に限る,,,
カネカサンスパイス　滋賀工場,527-0155,東近江市大林町６９７,株式会社カネカサンスパイス,601632119,R03/07/01,R03/07/01,※食用油脂製造業,食用油脂製造,,R10/06/30,,,,
カネカサンスパイス　滋賀工場,527-0155,東近江市大林町６９７,株式会社カネカサンスパイス,601632132,R07/07/01,R07/07/01,※添加物製造業,,,R14/06/30,,,,
頓珍館,527-0171,東近江市池之尻町３５３,,601644101,R03/07/01,R03/07/01,※飲食店営業,一般食堂,,R09/06/30,簡易な営業に限る,,,
やまよし,527-0145,東近江市北坂町６９３,,601650120,R08/07/01,R03/07/01,※みそ又はしょうゆ製造業,しょうゆ製造,,R13/06/30,,,,
吉屋,527-0124,東近江市下岸本町１０３,,601748101,R07/07/01,R07/07/01,※飲食店営業,一般食堂,弁当屋,R12/06/30,,,,
松研,527-0125,東近江市小田苅町８３４－１,有限会社松研社,601767101,R03/07/01,R03/07/01,※飲食店営業,仕出し屋,一般食堂,R09/06/30,,,,
